iter	RMSE
454	5.931979099
455	5.930762021
456	5.928787097
457	5.927024801
458	5.925233242
459	5.924000131
460	5.921230796
461	5.916470901
462	5.914318462
463	5.912637055
464	5.910509039
465	5.907208384
466	5.90389949
467	5.9018259
468	5.900515306
469	5.899349226
470	5.896157631
471	5.893204924
472	5.891807418
473	5.889661172
474	5.887238172
475	5.885054287
476	5.882887243
477	5.881306193
478	5.879365175
479	5.877385911
480	5.875257106
481	5.872851952
482	5.870781985
483	5.868444106
484	5.865620765
485	5.862748224
486	5.860932999
487	5.856849537
488	5.853568732
489	5.851936497
490	5.849898232
491	5.848427785
492	5.84560831
493	5.843704476
494	5.841350125
495	5.838054444
496	5.836286228
497	5.835112833
498	5.8329888
499	5.830426321
500	5.828283211
501	5.82601282
502	5.824386629
503	5.82255554
504	5.820771569
505	5.817548414
506	5.81537197
507	5.81367191
508	5.812531715
509	5.810176812
510	5.80770801
511	5.805621495
512	5.804449211
513	5.802664736
514	5.800724513
515	5.797877604
516	5.795813901
517	5.793844646
518	5.791756478
519	5.788506859
520	5.786545366
521	5.784418531
522	5.782372116
523	5.779567313
524	5.777183396
525	5.775127792
526	5.771777715
527	5.76977475
528	5.768313443
529	5.766763815
530	5.764597069
531	5.763643427
532	5.761398307
533	5.759887569
534	5.757745869
535	5.756069875
536	5.753539427
537	5.750692957
538	5.748138351
539	5.746195613
540	5.743643835
541	5.741833832
542	5.740555851
543	5.737593689
544	5.734177338
545	5.732958521
546	5.730831332
547	5.729179617
548	5.727835304
549	5.725114386
550	5.72414598
551	5.723149179
552	5.721322929
553	5.720151472
554	5.718739003
555	5.717893976
556	5.715779137
557	5.714182623
558	5.711470702
559	5.708080677
560	5.706434045
561	5.704754829
562	5.703228863
563	5.701054126
564	5.700069167
565	5.698150425
566	5.696357708
567	5.695121151
568	5.693112613
569	5.691069931
570	5.689757852
571	5.687343697
572	5.684506301
573	5.683270562
574	5.68076435
575	5.679358076
576	5.677422021
577	5.675429766
578	5.672751795
579	5.67023793
580	5.667209616
581	5.665794797
582	5.663060109
583	5.66215033
584	5.660872065
585	5.659780524
586	5.657964239
587	5.656204739
588	5.65351382
589	5.650636542
590	5.648654061
591	5.64579772
592	5.643495561
593	5.641768254
594	5.640173976
595	5.638190776
596	5.635842566
597	5.633791622
598	5.63256604
599	5.631538004
600	5.628604013
601	5.627388513
602	5.625436888
603	5.623448798
604	5.6223783
605	5.620919407
606	5.618989578
607	5.617685223
608	5.616507179
609	5.614063521
610	5.61179314
611	5.609429238
612	5.607779243
613	5.60537728
614	5.603937843
615	5.601344198
616	5.59914947
617	5.597874629
618	5.59564885
619	5.593671211
620	5.590512219
621	5.589237429
622	5.587491837
623	5.584900303
624	5.583001927
625	5.580416286
626	5.578618137
627	5.577158903
628	5.575976236
629	5.574585167
630	5.573148683
631	5.571483213
632	5.568829925
633	5.567181094
634	5.564379942
635	5.562218244
636	5.559808094
637	5.556464844
638	5.554733665
639	5.551616173
640	5.549291327
641	5.547275489
642	5.546308626
643	5.544375274
644	5.543635612
645	5.541427618
646	5.539650579
647	5.537571079
648	5.536118155
649	5.533787098
650	5.531327952
651	5.529569463
652	5.526631312
653	5.524776484
654	5.522621429
655	5.521720403
656	5.520288077
657	5.5186927
658	5.516718509
659	5.515490901
660	5.514297784
661	5.512542085
662	5.511712865
663	5.510803385
664	5.509192212
665	5.506485486
666	5.504426613
667	5.503090137
668	5.501022834
669	5.500027635
670	5.498410589
671	5.496783532
672	5.495572775
673	5.494217784
674	5.492109232
675	5.490116704
676	5.489326772
677	5.486973255
678	5.485225944
679	5.482681403
680	5.480719542
681	5.479241399
682	5.477747164
683	5.476554724
684	5.473004179
685	5.471092838
686	5.468751406
687	5.467329867
688	5.465261517
689	5.462854322
690	5.46004917
691	5.457962283
692	5.456830219
693	5.455008151
694	5.452492452
695	5.450148295
696	5.448413699
697	5.446766074
698	5.444618849
699	5.442316204
700	5.440777017
701	5.439510853
702	5.437581608
703	5.435162252
704	5.433183535
705	5.431364316
706	5.429471574
707	5.428279136
708	5.426881635
709	5.425380311
710	5.423309336
711	5.421686285
712	5.419749328
713	5.418097584
714	5.415883973
715	5.414199868
716	5.411575047
717	5.410220869
718	5.408698765
719	5.407427171
720	5.405931775
721	5.404690261
722	5.402949351
723	5.401660693
724	5.400309396
725	5.398279648
726	5.396524715
727	5.395108582
728	5.393167112
729	5.391531155
730	5.389069176
731	5.386895994
732	5.384593307
733	5.383050924
734	5.381497631
735	5.379434212
736	5.378062745
737	5.376173015
738	5.375150858
739	5.37371384
740	5.372538453
741	5.371141215
742	5.369525237
743	5.367427359
744	5.365897641
745	5.363455221
746	5.361510434
747	5.359961069
748	5.357848614
749	5.356486346
750	5.354627357
751	5.352834021
752	5.350666328
753	5.349404211
754	5.348062209
755	5.345753942
756	5.344272891
757	5.34248906
758	5.340399003
759	5.338728866
760	5.337265119
761	5.335751813
762	5.334124782
763	5.332033409
764	5.33052183
765	5.328927792
766	5.32772351
767	5.325840355
768	5.32471399
769	5.322972317
770	5.320869948
771	5.319929525
772	5.318391402
773	5.316691906
774	5.313874599
775	5.31190496
776	5.310447832
777	5.308609105
778	5.307058985
779	5.304762049
780	5.302197119
781	5.300835082
782	5.297866253
783	5.295280305
784	5.293788883
785	5.292250396
786	5.29085549
787	5.287897577
788	5.286740267
789	5.284470364
790	5.282124987
791	5.28008638
792	5.278862904
793	5.277437436
794	5.27518298
795	5.273297549
796	5.271973004
797	5.270205815
798	5.267260633
799	5.266270699
800	5.264545296
801	5.263423154
802	5.262672629
803	5.260832967
804	5.259443518
805	5.257328823
806	5.254857967
807	5.253380926
808	5.251947101
809	5.250909544
810	5.249933696
811	5.24882764
812	5.246912581
813	5.243656671
814	5.242316729
815	5.240528653
816	5.238948018
817	5.237529427
818	5.236065855
819	5.23461438
820	5.233096963
821	5.23159052
822	5.230572861
823	5.22921168
824	5.228014808
825	5.226057722
826	5.223859315
827	5.222070358
828	5.220258033
829	5.219214129
830	5.217887322
831	5.217064314
832	5.214608351
833	5.213252233
834	5.211774369
835	5.210672268
836	5.209406189
837	5.207479728
838	5.206497312
839	5.205427513
840	5.203416986
841	5.202138248
842	5.200315587
843	5.19906659
844	5.197451984
845	5.195606871
846	5.19382303
847	5.192038407
848	5.189715975
849	5.188675164
850	5.186923184
851	5.185665386
852	5.183871127
853	5.182278266
854	5.180495068
855	5.178922561
856	5.177713417
857	5.175891413
858	5.173441616
859	5.17224445
860	5.170743642
861	5.169669388
862	5.168116946
863	5.166547736
864	5.164776633
865	5.162027559
866	5.159733164
867	5.158868394
868	5.157283504
869	5.156046493
870	5.154747665
871	5.153605521
872	5.152342841
873	5.150259422
874	5.14848229
875	5.147209335
876	5.146080583
877	5.144080073
878	5.14264285
879	5.141151637
880	5.139540552
881	5.137259661
882	5.134504145
883	5.131455995
884	5.130171339
885	5.129506201
886	5.128667013
887	5.127264905
888	5.125168156
889	5.124373002
890	5.122525046
891	5.120857734
892	5.1198221
893	5.117744465
894	5.116041904
895	5.11520347
896	5.113604073
897	5.111623603
898	5.110928867
899	5.110021688
900	5.10948915
901	5.10868208
902	5.107744674
903	5.104462587
904	5.102296004
905	5.100149296
906	5.099147396
907	5.097012629
908	5.095903727
909	5.094397202
910	5.092600056
911	5.09125739
912	5.08984639
913	5.088452069
914	5.087142126
915	5.085446324
916	5.082866592
917	5.081504007
918	5.080229496
919	5.07860778
920	5.077700885
921	5.075508828
922	5.074174399
923	5.071848049
924	5.069997719
925	5.068325524
926	5.065259456
927	5.063933553
928	5.063127244
929	5.061858693
930	5.060395249
931	5.059044268
932	5.057970962
933	5.056205651
934	5.054725082
935	5.053722233
936	5.050925006
937	5.049066927
938	5.047490379
939	5.045997618
940	5.044125213
941	5.043074478
942	5.041851139
943	5.039993193
944	5.038599094
945	5.037012018
946	5.035954911
947	5.033880709
948	5.032577026
949	5.031610448
950	5.030826172
951	5.029637222
952	5.028103505
953	5.026566293
954	5.024775747
955	5.023859057
956	5.02122236
957	5.018645993
958	5.017525158
959	5.016371259
960	5.015469885
961	5.013557299
962	5.012409216
963	5.009639844
964	5.00779951
965	5.006140057
966	5.005142733
967	5.004199223
968	5.0028052
969	5.001978907
970	5.000568248
971	4.999694849
972	4.998222136
973	4.995669931
974	4.993949365
975	4.99251651
976	4.991604718
977	4.990643754
978	4.988736323
979	4.986665668
980	4.985421291
981	4.984116838
982	4.982348059
983	4.981126726
984	4.979711992
985	4.97770936
986	4.976874891
987	4.976036149
988	4.974773178
989	4.97374908
990	4.97244999
991	4.970950696
992	4.96976047
993	4.968708515
994	4.967930027
995	4.966111068
996	4.964661363
997	4.96291492
998	4.962119183
999	4.959967652
